0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,15,24,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,16,40,18,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,18,57,54,52,35,2,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,3,24,77,114,140,112,18,0,0,0,0,0,0,0,0,0,0,0,0,
1,4,8,15,41,106,197,298,280,78,1,0,0,0,0,0,0,0,0,0,0,0,
0,4,16,37,76,154,300,518,560,222,10,0,0,0,0,0,0,0,0,0,0,0,
0,0,10,45,112,218,416,761,922,473,46,0,0,0,0,0,0,0,0,0,0,0,
0,0,4,39,132,282,532,975,1280,801,130,0,0,0,0,0,0,0,0,0,0,0,
0,0,2,27,124,315,619,1109,1518,1105,255,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,9,76,271,622,1123,1552,1257,372,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,24,165,512,1001,1379,1188,420,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,4,73,338,767,1064,932,372,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,25,173,483,700,600,255,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,5,60,229,376,312,130,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,10,70,152,129,46,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,10,40,41,10,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
