0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,14,22,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,12,30,18,28,16,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,9,33,55,102,69,3,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,8,37,122,268,214,25,0,0,0,0,0,0,0,0,0,0,0,
0,0,2,8,24,68,238,560,513,102,1,0,0,0,0,0,0,0,0,0,0,
0,0,4,24,73,172,437,956,977,280,9,0,0,0,0,0,0,0,0,0,0,
1,5,14,45,137,335,717,1375,1523,585,38,0,0,0,0,0,0,0,0,0,0,
0,5,24,70,194,485,1002,1728,1994,969,102,0,0,0,0,0,0,0,0,0,0,
0,0,13,66,213,566,1186,1924,2222,1286,198,0,0,0,0,0,0,0,0,0,0,
0,0,2,36,170,528,1173,1870,2123,1384,294,0,0,0,0,0,0,0,0,0,0,
0,0,1,17,105,380,939,1552,1754,1229,336,0,0,0,0,0,0,0,0,0,0,
0,0,0,6,51,210,594,1082,1255,907,288,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,13,82,287,616,760,546,177,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,16,94,266,368,256,73,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,15,75,130,87,18,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,10,29,19,2,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
