(1 7 9 11 13 15 17 21 23 29).	 (63 61)
(3 7 9 11 13 15 17 21 23 29).	 (47 45)
(1 3 5 7 9 13 19 21 23 29).	 (23 21)
(1 3 5 7 11 13 19 21 23 29).	 (7 5)
(1 3 5 7 9 15 19 21 23 29).	 (31 29)
(1 3 5 7 11 15 19 21 23 29).	 (15 13)
(1 5 9 11 13 15 19 21 23 29).	 (55 53)
(3 5 9 11 13 15 19 21 23 29).	 (39 37)
(1 7 9 11 13 15 19 21 23 29).	 (63 61)
(3 7 9 11 13 15 19 21 23 29).	 (47 45)
(1 3 5 7 9 17 19 21 23 29).	 (31 29 23 21)
(1 3 5 7 11 17 19 21 23 29).	 (15 13 7 5)
(1 3 5 7 13 17 19 21 23 29).	 (23 21 7 5)
(1 3 5 9 13 17 19 21 23 29).	 (23 21)
(1 3 7 9 13 17 19 21 23 29).	 (23 21)
(1 5 7 9 13 17 19 21 23 29).	 (23 21)
(3 5 7 9 13 17 19 21 23 29).	 (23 21)
(1 3 5 11 13 17 19 21 23 29).	 (7 5)
(1 3 7 11 13 17 19 21 23 29).	 (7 5)
(1 5 7 11 13 17 19 21 23 29).	 (7 5)
(3 5 7 11 13 17 19 21 23 29).	 (7 5)
(1 5 9 11 13 17 19 21 23 29).	 (55 53)
(3 5 9 11 13 17 19 21 23 29).	 (39 37)
(1 7 9 11 13 17 19 21 23 29).	 (63 61)
(3 7 9 11 13 17 19 21 23 29).	 (47 45)
(1 3 5 7 15 17 19 21 23 29).	 (31 29 15 13)
(1 3 5 9 15 17 19 21 23 29).	 (31 29)
(1 3 7 9 15 17 19 21 23 29).	 (31 29)
(1 5 7 9 15 17 19 21 23 29).	 (31 29)
(3 5 7 9 15 17 19 21 23 29).	 (31 29)
(1 3 5 11 15 17 19 21 23 29).	 (15 13)
(1 3 7 11 15 17 19 21 23 29).	 (15 13)
(1 5 7 11 15 17 19 21 23 29).	 (15 13)
(3 5 7 11 15 17 19 21 23 29).	 (15 13)
(1 5 9 11 15 17 19 21 23 29).	 (55 53)
(3 5 9 11 15 17 19 21 23 29).	 (39 37)
(1 7 9 11 15 17 19 21 23 29).	 (63 61)
(3 7 9 11 15 17 19 21 23 29).	 (47 45)
(1 5 9 13 15 17 19 21 23 29).	 (55 53)
(3 5 9 13 15 17 19 21 23 29).	 (39 37)
(1 7 9 13 15 17 19 21 23 29).	 (63 61)
(3 7 9 13 15 17 19 21 23 29).	 (47 45)
(1 5 11 13 15 17 19 21 23 29).	 (55 53)
(3 5 11 13 15 17 19 21 23 29).	 (39 37)
(1 7 11 13 15 17 19 21 23 29).	 (63 61)
(3 7 11 13 15 17 19 21 23 29).	 (47 45)
(1 9 11 13 15 17 19 21 23 29).	 (63 61 55 53)
(3 9 11 13 15 17 19 21 23 29).	 (47 45 39 37)
(5 9 11 13 15 17 19 21 23 29).	 (55 53 39 37)
(7 9 11 13 15 17 19 21 23 29).	 (63 61 47 45)
(1 3 5 7 9 13 17 19 25 29).	 (21)
(1 3 5 7 11 13 17 19 25 29).	 (5)
(1 3 5 7 9 15 17 19 25 29).	 (29)
(1 3 5 7 11 15 17 19 25 29).	 (13)
(1 5 9 11 13 15 17 19 25 29).	 (53)
(3 5 9 11 13 15 17 19 25 29).	 (37)
(1 7 9 11 13 15 17 19 25 29).	 (61)
(3 7 9 11 13 15 17 19 25 29).	 (45)
(1 3 5 7 9 13 17 21 25 29).	 (21 17)
(1 3 5 7 11 13 17 21 25 29).	 (5 1)
(1 3 5 7 9 15 17 21 25 29).	 (29 25)
(1 3 5 7 11 15 17 21 25 29).	 (13 9)
(1 5 9 11 13 15 17 21 25 29).	 (53 49)
(3 5 9 11 13 15 17 21 25 29).	 (37 33)
(1 7 9 11 13 15 17 21 25 29).	 (61 57)
(3 7 9 11 13 15 17 21 25 29).	 (45 41)
(1 3 5 7 9 13 19 21 25 29).	 (21 19)
(1 3 5 7 11 13 19 21 25 29).	 (5 3)
(1 3 5 7 9 15 19 21 25 29).	 (29 27)
(1 3 5 7 11 15 19 21 25 29).	 (13 11)
(1 5 9 11 13 15 19 21 25 29).	 (53 51)
(3 5 9 11 13 15 19 21 25 29).	 (37 35)
(1 7 9 11 13 15 19 21 25 29).	 (61 59)
(3 7 9 11 13 15 19 21 25 29).	 (45 43)
(1 3 5 7 9 17 19 21 25 29).	 (29 21)
(1 3 5 7 11 17 19 21 25 29).	 (13 5)
(1 3 5 7 13 17 19 21 25 29).	 (21 5)
(1 3 5 9 13 17 19 21 25 29).	 (21)
(1 3 7 9 13 17 19 21 25 29).	 (21)
(1 5 7 9 13 17 19 21 25 29).	 (21)
(3 5 7 9 13 17 19 21 25 29).	 (21)
(1 3 5 11 13 17 19 21 25 29).	 (5)
(1 3 7 11 13 17 19 21 25 29).	 (5)
(1 5 7 11 13 17 19 21 25 29).	 (5)
(3 5 7 11 13 17 19 21 25 29).	 (5)
(1 5 9 11 13 17 19 21 25 29).	 (53)
(3 5 9 11 13 17 19 21 25 29).	 (37)
(1 7 9 11 13 17 19 21 25 29).	 (61)
(3 7 9 11 13 17 19 21 25 29).	 (45)
(1 3 5 7 15 17 19 21 25 29).	 (29 13)
(1 3 5 9 15 17 19 21 25 29).	 (29)
(1 3 7 9 15 17 19 21 25 29).	 (29)
(1 5 7 9 15 17 19 21 25 29).	 (29)
(3 5 7 9 15 17 19 21 25 29).	 (29)
(1 3 5 11 15 17 19 21 25 29).	 (13)
(1 3 7 11 15 17 19 21 25 29).	 (13)
(1 5 7 11 15 17 19 21 25 29).	 (13)
(3 5 7 11 15 17 19 21 25 29).	 (13)
(1 5 9 11 15 17 19 21 25 29).	 (53)
(3 5 9 11 15 17 19 21 25 29).	 (37)
(1 7 9 11 15 17 19 21 25 29).	 (61)
(3 7 9 11 15 17 19 21 25 29).	 (45)
(1 5 9 13 15 17 19 21 25 29).	 (53)
(3 5 9 13 15 17 19 21 25 29).	 (37)
(1 7 9 13 15 17 19 21 25 29).	 (61)
(3 7 9 13 15 17 19 21 25 29).	 (45)
(1 5 11 13 15 17 19 21 25 29).	 (53)
(3 5 11 13 15 17 19 21 25 29).	 (37)
(1 7 11 13 15 17 19 21 25 29).	 (61)
(3 7 11 13 15 17 19 21 25 29).	 (45)
(1 9 11 13 15 17 19 21 25 29).	 (61 53)
(3 9 11 13 15 17 19 21 25 29).	 (45 37)
(5 9 11 13 15 17 19 21 25 29).	 (53 37)
(7 9 11 13 15 17 19 21 25 29).	 (61 45)
(1 3 5 7 9 13 17 23 25 29).	 (21 16)
(1 3 5 7 11 13 17 23 25 29).	 (5 0)
(1 3 5 7 9 15 17 23 25 29).	 (29 24)
(1 3 5 7 11 15 17 23 25 29).	 (13 8)
(1 5 9 11 13 15 17 23 25 29).	 (53 48)
(3 5 9 11 13 15 17 23 25 29).	 (37 32)
(1 7 9 11 13 15 17 23 25 29).	 (61 56)
(3 7 9 11 13 15 17 23 25 29).	 (45 40)
(1 3 5 7 9 13 19 23 25 29).	 (21 18)
(1 3 5 7 11 13 19 23 25 29).	 (5 2)
(1 3 5 7 9 15 19 23 25 29).	 (29 26)
(1 3 5 7 11 15 19 23 25 29).	 (13 10)
(1 5 9 11 13 15 19 23 25 29).	 (53 50)
(3 5 9 11 13 15 19 23 25 29).	 (37 34)
(1 7 9 11 13 15 19 23 25 29).	 (61 58)
(3 7 9 11 13 15 19 23 25 29).	 (45 42)
(1 3 5 7 9 17 19 23 25 29).	 (29 21)
(1 3 5 7 11 17 19 23 25 29).	 (13 5)
(1 3 5 7 13 17 19 23 25 29).	 (21 5)
(1 3 5 9 13 17 19 23 25 29).	 (21)
(1 3 7 9 13 17 19 23 25 29).	 (21)
(1 5 7 9 13 17 19 23 25 29).	 (21)
(3 5 7 9 13 17 19 23 25 29).	 (21)
(1 3 5 11 13 17 19 23 25 29).	 (5)
(1 3 7 11 13 17 19 23 25 29).	 (5)
(1 5 7 11 13 17 19 23 25 29).	 (5)
(3 5 7 11 13 17 19 23 25 29).	 (5)
(1 5 9 11 13 17 19 23 25 29).	 (53)
(3 5 9 11 13 17 19 23 25 29).	 (37)
(1 7 9 11 13 17 19 23 25 29).	 (61)
(3 7 9 11 13 17 19 23 25 29).	 (45)
(1 3 5 7 15 17 19 23 25 29).	 (29 13)
(1 3 5 9 15 17 19 23 25 29).	 (29)
(1 3 7 9 15 17 19 23 25 29).	 (29)
(1 5 7 9 15 17 19 23 25 29).	 (29)
(3 5 7 9 15 17 19 23 25 29).	 (29)
(1 3 5 11 15 17 19 23 25 29).	 (13)
(1 3 7 11 15 17 19 23 25 29).	 (13)
(1 5 7 11 15 17 19 23 25 29).	 (13)
(3 5 7 11 15 17 19 23 25 29).	 (13)
(1 5 9 11 15 17 19 23 25 29).	 (53)
(3 5 9 11 15 17 19 23 25 29).	 (37)
(1 7 9 11 15 17 19 23 25 29).	 (61)
(3 7 9 11 15 17 19 23 25 29).	 (45)
(1 5 9 13 15 17 19 23 25 29).	 (53)
(3 5 9 13 15 17 19 23 25 29).	 (37)
(1 7 9 13 15 17 19 23 25 29).	 (61)
(3 7 9 13 15 17 19 23 25 29).	 (45)
(1 5 11 13 15 17 19 23 25 29).	 (53)
(3 5 11 13 15 17 19 23 25 29).	 (37)
(1 7 11 13 15 17 19 23 25 29).	 (61)
(3 7 11 13 15 17 19 23 25 29).	 (45)
(1 9 11 13 15 17 19 23 25 29).	 (61 53)
(3 9 11 13 15 17 19 23 25 29).	 (45 37)
(5 9 11 13 15 17 19 23 25 29).	 (53 37)
(7 9 11 13 15 17 19 23 25 29).	 (61 45)
(1 3 5 7 9 13 21 23 25 29).	 (21)
(1 3 5 7 11 13 21 23 25 29).	 (5)
(1 3 5 7 9 15 21 23 25 29).	 (29)
(1 3 5 7 11 15 21 23 25 29).	 (13)
(1 5 9 11 13 15 21 23 25 29).	 (53)
(3 5 9 11 13 15 21 23 25 29).	 (37)
(1 7 9 11 13 15 21 23 25 29).	 (61)
(3 7 9 11 13 15 21 23 25 29).	 (45)
(1 3 5 7 9 17 21 23 25 29).	 (29 21)
(1 3 5 7 11 17 21 23 25 29).	 (13 5)
(1 3 5 7 13 17 21 23 25 29).	 (21 5)
(1 3 5 9 13 17 21 23 25 29).	 (21)
(1 3 7 9 13 17 21 23 25 29).	 (21)
(1 5 7 9 13 17 21 23 25 29).	 (21)
(3 5 7 9 13 17 21 23 25 29).	 (21)
(1 3 5 11 13 17 21 23 25 29).	 (5)
(1 3 7 11 13 17 21 23 25 29).	 (5)
(1 5 7 11 13 17 21 23 25 29).	 (5)
(3 5 7 11 13 17 21 23 25 29).	 (5)
(1 5 9 11 13 17 21 23 25 29).	 (53)
(3 5 9 11 13 17 21 23 25 29).	 (37)
(1 7 9 11 13 17 21 23 25 29).	 (61)
(3 7 9 11 13 17 21 23 25 29).	 (45)
(1 3 5 7 15 17 21 23 25 29).	 (29 13)
(1 3 5 9 15 17 21 23 25 29).	 (29)
(1 3 7 9 15 17 21 23 25 29).	 (29)
(1 5 7 9 15 17 21 23 25 29).	 (29)
(3 5 7 9 15 17 21 23 25 29).	 (29)
(1 3 5 11 15 17 21 23 25 29).	 (13)
(1 3 7 11 15 17 21 23 25 29).	 (13)
(1 5 7 11 15 17 21 23 25 29).	 (13)
(3 5 7 11 15 17 21 23 25 29).	 (13)
(1 5 9 11 15 17 21 23 25 29).	 (53)
(3 5 9 11 15 17 21 23 25 29).	 (37)
(1 7 9 11 15 17 21 23 25 29).	 (61)
(3 7 9 11 15 17 21 23 25 29).	 (45)
(1 5 9 13 15 17 21 23 25 29).	 (53)
(3 5 9 13 15 17 21 23 25 29).	 (37)
(1 7 9 13 15 17 21 23 25 29).	 (61)
(3 7 9 13 15 17 21 23 25 29).	 (45)
(1 5 11 13 15 17 21 23 25 29).	 (53)
(3 5 11 13 15 17 21 23 25 29).	 (37)
(1 7 11 13 15 17 21 23 25 29).	 (61)
(3 7 11 13 15 17 21 23 25 29).	 (45)
(1 9 11 13 15 17 21 23 25 29).	 (61 53)
(3 9 11 13 15 17 21 23 25 29).	 (45 37)
(5 9 11 13 15 17 21 23 25 29).	 (53 37)
(7 9 11 13 15 17 21 23 25 29).	 (61 45)
(1 3 5 7 9 19 21 23 25 29).	 (29 21)
(1 3 5 7 11 19 21 23 25 29).	 (13 5)
(1 3 5 7 13 19 21 23 25 29).	 (21 5)
(1 3 5 9 13 19 21 23 25 29).	 (21)
(1 3 7 9 13 19 21 23 25 29).	 (21)
(1 5 7 9 13 19 21 23 25 29).	 (21)
(3 5 7 9 13 19 21 23 25 29).	 (21)
(1 3 5 11 13 19 21 23 25 29).	 (5)
(1 3 7 11 13 19 21 23 25 29).	 (5)
(1 5 7 11 13 19 21 23 25 29).	 (5)
(3 5 7 11 13 19 21 23 25 29).	 (5)
(1 5 9 11 13 19 21 23 25 29).	 (53)
(3 5 9 11 13 19 21 23 25 29).	 (37)
(1 7 9 11 13 19 21 23 25 29).	 (61)
(3 7 9 11 13 19 21 23 25 29).	 (45)
(1 3 5 7 15 19 21 23 25 29).	 (29 13)
(1 3 5 9 15 19 21 23 25 29).	 (29)
(1 3 7 9 15 19 21 23 25 29).	 (29)
(1 5 7 9 15 19 21 23 25 29).	 (29)
(3 5 7 9 15 19 21 23 25 29).	 (29)
(1 3 5 11 15 19 21 23 25 29).	 (13)
(1 3 7 11 15 19 21 23 25 29).	 (13)
(1 5 7 11 15 19 21 23 25 29).	 (13)
(3 5 7 11 15 19 21 23 25 29).	 (13)
(1 5 9 11 15 19 21 23 25 29).	 (53)
(3 5 9 11 15 19 21 23 25 29).	 (37)
(1 7 9 11 15 19 21 23 25 29).	 (61)
(3 7 9 11 15 19 21 23 25 29).	 (45)
(1 5 9 13 15 19 21 23 25 29).	 (53)
(3 5 9 13 15 19 21 23 25 29).	 (37)
(1 7 9 13 15 19 21 23 25 29).	 (61)
(3 7 9 13 15 19 21 23 25 29).	 (45)
(1 5 11 13 15 19 21 23 25 29).	 (53)
(3 5 11 13 15 19 21 23 25 29).	 (37)
(1 7 11 13 15 19 21 23 25 29).	 (61)
(3 7 11 13 15 19 21 23 25 29).	 (45)
(1 9 11 13 15 19 21 23 25 29).	 (61 53)
(3 9 11 13 15 19 21 23 25 29).	 (45 37)
(5 9 11 13 15 19 21 23 25 29).	 (53 37)
(7 9 11 13 15 19 21 23 25 29).	 (61 45)
(1 3 5 7 17 19 21 23 25 29).	 (29 21 13 5)
(1 3 5 9 17 19 21 23 25 29).	 (29 21)
(1 3 7 9 17 19 21 23 25 29).	 (29 21)
(1 5 7 9 17 19 21 23 25 29).	 (29 21)
(3 5 7 9 17 19 21 23 25 29).	 (29 21)
(1 3 5 11 17 19 21 23 25 29).	 (13 5)
(1 3 7 11 17 19 21 23 25 29).	 (13 5)
(1 5 7 11 17 19 21 23 25 29).	 (13 5)
(3 5 7 11 17 19 21 23 25 29).	 (13 5)
(1 5 9 11 17 19 21 23 25 29).	 (53)
(3 5 9 11 17 19 21 23 25 29).	 (37)
(1 7 9 11 17 19 21 23 25 29).	 (61)
(3 7 9 11 17 19 21 23 25 29).	 (45)
(1 3 5 13 17 19 21 23 25 29).	 (21 5)
(1 3 7 13 17 19 21 23 25 29).	 (21 5)
(1 5 7 13 17 19 21 23 25 29).	 (21 5)
(3 5 7 13 17 19 21 23 25 29).	 (21 5)
(1 3 9 13 17 19 21 23 25 29).	 (21)
(1 5 9 13 17 19 21 23 25 29).	 (53 21)
(3 5 9 13 17 19 21 23 25 29).	 (37 21)
(1 7 9 13 17 19 21 23 25 29).	 (61 21)
(3 7 9 13 17 19 21 23 25 29).	 (45 21)
(5 7 9 13 17 19 21 23 25 29).	 (21)
(1 3 11 13 17 19 21 23 25 29).	 (5)
(1 5 11 13 17 19 21 23 25 29).	 (53 5)
(3 5 11 13 17 19 21 23 25 29).	 (37 5)
