0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,1,1,1,1,3,10,10,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,3,6,7,6,8,12,18,25,24,13,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,3,6,7,6,16,47,74,80,72,52,31,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,7,10,10,18,39,84,152,187,158,107,55,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,7,10,10,28,92,195,306,361,317,220,118,48,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,4,6,16,52,160,369,576,653,579,383,181,67,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,4,6,20,82,242,516,775,843,704,451,220,81,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,5,32,150,441,863,1258,1415,1177,718,335,112,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,5,36,166,469,861,1143,1169,910,535,234,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,10,76,283,695,1287,1803,1858,1430,838,348,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,10,72,246,524,833,1041,989,709,379,133,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2,21,96,300,712,1237,1570,1514,1114,577,181,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2,19,71,168,320,489,563,492,325,145,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2,13,59,193,428,684,840,780,502,199,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2,9,25,61,114,155,164,135,76,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,3,19,60,133,223,268,214,105,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,5,11,16,20,21,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,7,21,35,35,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
